,id,gender,season,age,tripletsOfMonths,commonRed,commonGreen,commonBlue
17451,2802,Men,Fall,2,4,254,254,254
17452,28614,Men,Summer,2,3,16,16,18
17453,35399,Men,Summer,2,3,247,247,247
17454,13469,Men,Fall,2,4,242,116,191
17455,43319,Women,Summer,2,3,241,241,243
17456,49623,Women,Winter,2,1,254,254,254
17457,16927,Men,Fall,2,4,75,80,83
17458,19153,Men,Summer,2,3,184,59,77
17459,43917,Women,Summer,2,3,220,248,233
17460,28426,Men,Winter,2,1,254,254,254
17461,34079,Men,Fall,2,4,242,242,242
17462,46459,Women,Winter,2,1,0,0,0
17463,55872,Women,Spring,2,2,166,83,77
17464,19361,Men,Summer,2,3,254,254,254
17465,12789,Women,Fall,2,4,254,254,253
17466,35997,Boys,Summer,1,3,37,35,42
17467,22920,Women,Winter,2,1,252,252,252
17468,8736,Men,Fall,2,4,252,254,254
17469,57719,Women,Spring,2,2,177,239,238
17470,5815,Men,Summer,2,3,233,229,218
17471,59683,Women,Summer,2,3,224,164,129
17472,11930,Men,Fall,2,4,254,246,253
17473,49849,Women,Winter,2,1,221,37,115
17474,29190,Men,Summer,2,3,20,20,22
17475,22578,Men,Fall,2,4,254,254,254
17476,31953,Men,Summer,2,3,239,239,239
17477,50158,Women,Winter,2,1,254,254,254
17478,30881,Women,Summer,2,3,254,24,91
17479,28042,Men,Summer,2,3,252,252,252
17480,27836,Men,Summer,2,3,254,254,254
17481,46801,Men,Summer,2,3,232,231,229
17482,19705,Men,Fall,2,4,37,54,80
17483,49075,Women,Spring,2,2,62,21,85
17484,8352,Unisex,Winter,0,1,48,53,57
17485,2668,Women,Winter,2,1,254,254,253
17486,50964,Women,Summer,2,3,254,186,152
17487,14826,Men,Summer,2,3,52,53,54
17488,33638,Men,Winter,2,1,47,47,47
17489,39302,Men,Winter,2,1,254,254,254
17490,11568,Women,Summer,2,3,254,0,129
17491,37298,Men,Winter,2,1,18,202,33
17492,58335,Men,Summer,2,3,254,253,253
17493,37896,Unisex,Summer,0,3,254,254,254
17494,36944,Men,Summer,2,3,248,244,245
17495,39130,Women,Fall,2,4,229,227,232
17496,58107,Women,Fall,2,4,254,254,253
17497,57973,Women,Fall,2,4,35,28,27
17498,7128,Women,Fall,2,4,42,47,53
17499,13831,Men,Fall,2,4,115,18,49
17500,28270,Men,Spring,2,2,254,58,65
17501,23698,Men,Winter,2,1,45,45,47
17502,49247,Men,Fall,2,4,33,24,21
17503,3588,Unisex,Summer,0,3,231,228,235
17504,8160,Men,Summer,2,3,252,240,250
17505,55618,Men,Summer,2,3,254,254,254
17506,19537,Men,Summer,2,3,254,254,127
17507,7914,Men,Fall,2,4,88,44,68
17508,48395,Men,Summer,2,3,24,24,22
17509,32345,Men,Winter,2,1,30,31,33
17510,56600,Women,Spring,2,2,31,31,31
17511,10015,Men,Fall,2,4,254,249,251
17512,24220,Unisex,Summer,0,3,254,254,254
17513,33297,Men,Summer,2,3,208,174,253
17514,40765,Men,Summer,2,3,31,31,32
17515,21752,Women,Winter,2,1,13,13,13
17516,59648,Women,Fall,2,4,113,254,55
17517,15567,Women,Winter,2,1,183,254,18
17518,45217,Women,Winter,2,1,243,243,243
17519,4130,Men,Summer,2,3,253,252,245
17520,10829,Men,Fall,2,4,0,186,232
17521,37637,Girls,Summer,1,3,10,159,158
17522,53372,Unisex,Summer,0,3,195,32,33
17523,20680,Men,Winter,2,1,254,254,254
17524,23005,Men,Summer,2,3,253,254,254
17525,17230,Men,Winter,2,1,254,254,254
17526,47540,Women,Winter,2,1,254,254,254
17527,6667,Women,Summer,2,3,254,254,254
17528,46492,Men,Winter,2,1,43,43,0
17529,51425,Men,Summer,2,3,253,254,254
17530,23839,Men,Fall,2,4,71,71,70
17531,48508,Women,Summer,2,3,254,254,252
17532,30412,Men,Summer,2,3,58,68,73
17533,18278,Women,Fall,2,4,254,254,253
17534,13690,Men,Fall,2,4,254,253,254
17535,54157,Women,Fall,2,4,254,253,253
17536,12742,Unisex,Fall,0,4,68,73,79
17537,3315,Men,Summer,2,3,254,227,118
17538,6455,Women,Summer,2,3,254,254,254
17539,18876,Men,Summer,2,3,12,28,254
17540,34280,Women,Summer,2,3,229,229,227
17541,23237,Women,Fall,2,4,254,88,253
17542,51617,Women,Fall,2,4,254,254,93
17543,7587,Men,Summer,2,3,181,17,17
17544,30620,Men,Summer,2,3,117,228,171
17545,3127,Men,Summer,2,3,0,192,108
17546,42200,Women,Summer,2,3,254,220,110
17547,19198,Men,Fall,2,4,254,254,254
17548,56432,Women,Spring,2,2,254,254,254
17549,32177,Men,Summer,2,3,254,254,254
17550,1670,Men,Fall,2,4,208,205,198
17551,40557,Men,Winter,2,1,232,229,217
17552,10227,Women,Winter,2,1,139,64,128
17553,45025,Women,Winter,2,1,243,242,240
17554,4302,Unisex,Summer,0,3,186,75,23
17555,21560,Women,Winter,2,1,127,41,40
17556,15755,Men,Summer,2,3,254,204,201
17557,52092,Women,Summer,2,3,254,254,253
17558,53140,Women,Winter,2,1,254,254,254
17559,33899,Men,Winter,2,1,241,239,246
17560,37405,Women,Summer,2,3,168,119,101
17561,8997,Men,Fall,2,4,27,26,28
17562,29369,Men,Summer,2,3,254,254,254
17563,22781,Women,Summer,2,3,254,235,241
17564,12928,Men,Fall,2,4,254,126,119
17565,47316,Women,Summer,2,3,75,37,85
17566,6031,Women,Summer,2,3,254,153,247
17567,23653,Men,Summer,2,3,233,238,222
17568,17466,Women,Summer,2,3,237,237,245
17569,3543,Men,Summer,2,3,254,249,239
17570,42664,Women,Summer,2,3,254,254,254
17571,12114,Women,Fall,2,4,254,254,223
17572,26321,Men,Fall,2,4,38,42,34
17573,30244,Men,Summer,2,3,254,254,254
17574,2491,Men,Fall,2,4,254,254,254
17575,9079,Men,Fall,2,4,28,55,53
17576,38029,Women,Winter,2,1,187,162,204
17577,40133,Boys,Summer,1,3,205,207,211
17578,10643,Men,Fall,2,4,149,229,254
17579,57184,Women,Summer,2,3,224,51,106
17580,24476,Men,Fall,2,4,127,103,94
17581,56056,Women,Spring,2,2,125,93,72
17582,11791,Women,Fall,2,4,254,254,253
17583,21938,Women,Winter,2,1,55,34,52
17584,32513,Men,Winter,2,1,238,238,238
17585,38815,Women,Summer,2,3,240,241,246
17586,37061,Women,Summer,2,3,252,252,252
17587,44593,Men,Summer,2,3,84,80,254
17588,45441,Men,Summer,2,3,34,66,86
17589,4766,Men,Summer,2,3,254,244,235
17590,15331,Men,Summer,2,3,234,239,242
17591,10471,Men,Fall,2,4,227,101,105
17592,24644,Men,Summer,2,3,254,254,254
17593,40301,Unisex,Winter,0,1,254,254,254
17594,32721,Men,Summer,2,3,202,158,118
17595,25796,Men,Summer,2,3,254,254,254
17596,5486,Boys,Summer,1,3,48,61,93
17597,37253,Men,Summer,2,3,250,250,253
17598,15103,Women,Fall,2,4,224,70,48
17599,45673,Women,Spring,2,2,253,253,254
17600,4554,Men,Summer,2,3,232,230,235
17601,36381,Men,Summer,2,3,78,74,69
17602,35504,Men,Summer,2,3,248,248,246
17603,16786,Unisex,Winter,0,1,254,254,254
17604,31998,Men,Summer,2,3,43,30,0
17605,51041,Women,Summer,2,3,254,254,254
17606,49882,Women,Winter,2,1,254,254,128
17607,48950,Men,Summer,2,3,238,238,238
17608,23461,Men,Winter,2,1,254,254,253
17609,50193,Men,Summer,2,3,254,254,254
17610,17654,Women,Winter,2,1,254,254,254
17611,47124,Boys,Fall,1,4,254,254,0
17612,6203,Women,Summer,2,3,254,131,216
17613,12326,Men,Winter,2,1,74,79,80
17614,26113,Men,Summer,2,3,33,41,43
17615,3771,Men,Summer,2,3,254,158,139
17616,8399,Men,Fall,2,4,254,82,78
17617,29967,Men,Winter,2,1,117,120,105
17618,43584,Girls,Summer,1,3,210,25,105
17619,30076,Women,Winter,2,1,178,150,130
17620,54533,Men,Fall,2,4,254,254,254
17621,8963,Women,Fall,2,4,42,42,38
17622,16540,Men,Fall,2,4,254,45,48
17623,22775,Women,Summer,2,3,254,248,254
17624,7117,Unisex,Winter,0,1,75,78,84
17625,50355,Women,Summer,2,3,66,29,20
17626,42690,Women,Winter,2,1,201,190,157
17627,55627,Men,Summer,2,3,254,254,254
17628,19508,Men,Fall,2,4,254,254,254
17629,27207,Men,Summer,2,3,214,226,220
17630,58904,Men,Summer,2,3,254,254,254
17631,33435,Women,Summer,2,3,58,42,57
17632,57170,Women,Summer,2,3,22,21,21
17633,24482,Men,Winter,2,1,254,254,254
17634,11765,Men,Fall,2,4,254,254,254
17635,58138,Women,Fall,2,4,254,254,20
17636,20022,Men,Fall,2,4,254,254,253
17637,44567,Men,Summer,2,3,83,77,77
17638,36147,Men,Fall,2,4,235,244,244
17639,4792,Men,Summer,2,3,221,246,232
17640,41829,Women,Winter,2,1,12,12,12
17641,52402,Women,Winter,2,1,235,236,241
17642,57342,Women,Winter,2,1,254,27,23
17643,10485,Men,Fall,2,4,254,254,60
17644,41227,Men,Fall,2,4,15,33,81
17645,25762,Men,Summer,2,3,252,252,253
17646,11557,Women,Summer,2,3,254,254,254
17647,56290,Women,Winter,2,1,233,203,177
17648,5472,Men,Summer,2,3,209,209,208
17649,44755,Women,Summer,2,3,254,116,254
17650,14025,Men,Fall,2,4,193,198,209
17651,20210,Women,Fall,2,4,57,68,74
17652,45687,Men,Spring,2,2,241,241,241
17653,36375,Men,Summer,2,3,24,23,32
17654,7325,Men,Winter,2,1,74,75,79
17655,46002,Women,Summer,2,3,254,254,254
17656,16772,Unisex,Winter,0,1,61,74,37
17657,49876,Women,Winter,2,1,252,252,252
17658,22547,Men,Summer,2,3,25,31,44
17659,50167,Women,Winter,2,1,46,32,31
17660,27809,Men,Summer,2,3,46,58,254
17661,34422,Men,Summer,2,3,254,196,78
17662,3785,Men,Summer,2,3,50,223,214
17663,31150,Boys,Summer,1,3,28,32,38
17664,51889,Women,Summer,2,3,71,59,69
17665,48198,Men,Winter,2,1,111,254,59
17666,43570,Women,Summer,2,3,13,13,13
17667,2657,Women,Winter,2,1,254,254,254
17668,30082,Men,Winter,2,1,250,231,250
17669,27035,Women,Winter,2,1,254,254,254
17670,39759,Boys,Summer,1,3,102,103,97
17671,25306,Women,Winter,2,1,51,41,40
17672,11133,Men,Winter,2,1,54,58,62
17673,33263,Boys,Summer,1,3,240,235,239
17674,40791,Men,Summer,2,3,200,200,193
17675,52254,Men,Summer,2,3,193,155,126
17676,36711,Men,Spring,2,2,254,254,254
17677,5016,Men,Summer,2,3,67,139,232
17678,14441,Women,Summer,2,3,254,229,205
17679,53386,Unisex,Fall,0,4,253,253,253
17680,20674,Men,Winter,2,1,88,54,42
17681,43928,Women,Winter,2,1,247,0,240
17682,28419,Men,Winter,2,1,41,40,45
17683,50503,Men,Winter,2,1,238,196,136
17684,34046,Boys,Summer,1,3,225,226,226
17685,6693,Men,Summer,2,3,254,184,102
17686,35194,Unisex,Spring,0,2,152,178,227
17687,7741,Men,Fall,2,4,15,16,15
17688,46466,Women,Winter,2,1,238,238,236
17689,16316,Men,Fall,2,4,254,137,225
17690,2233,Men,Fall,2,4,223,220,213
17691,27451,Women,Summer,2,3,253,234,202
17692,55071,Women,Spring,2,2,32,32,32
17693,8709,Unisex,Winter,0,1,117,115,121
17694,34274,Women,Summer,2,3,221,214,204
17695,18882,Women,Fall,2,4,23,31,34
17696,50731,Men,Winter,2,1,36,36,38
17697,16124,Men,Fall,2,4,41,51,72
17698,22311,Women,Winter,2,1,204,161,254
17699,19950,Men,Fall,2,4,154,166,148
17700,7573,Men,Summer,2,3,121,223,111
17701,46654,Women,Spring,2,2,205,205,191
17702,27663,Men,Summer,2,3,168,0,0
17703,54391,Women,Summer,2,3,60,59,95
17704,13456,Women,Summer,2,3,254,220,211
17705,43326,Women,Summer,2,3,75,69,140
17706,2001,Men,Fall,2,4,190,190,196
17707,16918,Men,Fall,2,4,51,254,110
17708,31706,Women,Winter,2,1,254,253,254
17709,12584,Unisex,Fall,0,4,216,254,143
17710,55243,Women,Summer,2,3,240,187,135
17711,11301,Women,Fall,2,4,254,254,69
17712,41471,Women,Winter,2,1,254,92,140
17713,32183,Men,Summer,2,3,243,242,246
17714,33051,Women,Summer,2,3,248,249,230
17715,57514,Men,Summer,2,3,254,252,253
17716,25908,Women,Summer,2,3,254,254,254
17717,36523,Women,Summer,2,3,235,73,109
17718,21594,Men,Fall,2,4,67,74,77
17719,52066,Men,Summer,2,3,46,50,76
17720,14673,Men,Fall,2,4,254,254,254
17721,5224,Unisex,Winter,0,1,223,220,213
17722,44103,Men,Spring,2,2,254,254,254
17723,37891,Unisex,Summer,0,3,254,254,254
17724,57148,Women,Summer,2,3,34,32,33
17725,39137,Women,Summer,2,3,107,28,93
17726,36943,Men,Summer,2,3,247,247,247
17727,57974,Women,Fall,2,4,45,29,31
17728,5678,Men,Winter,2,1,254,50,46
17729,58100,Women,Winter,2,1,253,225,176
17730,41811,Women,Summer,2,3,31,31,33
17731,46208,Women,Winter,2,1,11,13,11
17732,28277,Men,Winter,2,1,106,120,105
17733,13836,Men,Fall,2,4,52,56,74
17734,34628,Men,Summer,2,3,247,248,250
17735,19530,Men,Fall,2,4,32,45,42
17736,7913,Men,Fall,2,4,232,232,231
17737,8167,Men,Summer,2,3,254,254,253
17738,49240,Men,Fall,2,4,98,148,161
17739,48392,Men,Summer,2,3,31,31,31
17740,31954,Women,Summer,2,3,227,231,235
17741,28045,Men,Summer,2,3,253,252,252
17742,17698,Men,Fall,2,4,0,0,0
17743,30886,Women,Summer,2,3,201,92,88
17744,8355,Boys,Fall,1,4,254,226,101
17745,31168,Girls,Summer,1,3,202,198,192
17746,49072,Women,Spring,2,2,217,72,89
17747,19702,Men,Fall,2,4,238,180,253
17748,46806,Men,Summer,2,3,254,254,254
17749,13238,Men,Fall,2,4,52,57,51
17750,43548,Men,Summer,2,3,160,149,128
17751,28879,Women,Summer,2,3,239,225,237
17752,50963,Women,Summer,2,3,41,43,86
17753,14821,Men,Summer,2,3,43,42,42
17754,24688,Men,Spring,2,2,254,254,254
17755,39305,Men,Winter,2,1,253,253,253
17756,58332,Men,Summer,2,3,254,84,78
17757,20228,Women,Fall,2,4,95,44,57
17758,28421,Men,Winter,2,1,254,254,254
17759,43910,Women,Summer,2,3,0,0,0
17760,55875,Women,Spring,2,2,25,25,23
17761,7779,Men,Fall,2,4,208,204,183
17762,27469,Women,Fall,2,4,254,254,254
17763,34842,Women,Summer,2,3,254,248,249
17764,8731,Men,Fall,2,4,215,238,220
17765,22927,Unisex,Winter,0,1,27,32,32
17766,55049,Women,Spring,2,2,70,27,35
17767,35990,Women,Summer,2,3,254,45,106
17768,19366,Men,Winter,2,1,48,12,48
17769,32389,Women,Summer,2,3,254,246,241
17770,39761,Women,Fall,2,4,209,197,168
17771,5812,Women,Summer,2,3,60,56,54
17772,11937,Men,Fall,2,4,254,254,254
17773,36729,Girls,Summer,1,3,243,186,205
17774,59684,Women,Summer,2,3,221,165,132
17775,14479,Men,Fall,2,4,254,48,34
17776,44309,Men,Summer,2,3,134,126,105
17777,41449,Men,Fall,2,4,239,239,253
17778,39553,Women,Summer,2,3,44,44,46
17779,52862,Women,Fall,2,4,254,254,254
17780,11339,Men,Summer,2,3,34,52,96
17781,44907,Men,Summer,2,3,36,32,29
17782,33069,Men,Summer,2,3,49,111,181
17783,38481,Girls,Summer,1,3,239,239,239
17784,15799,Men,Summer,2,3,254,254,254
17785,25930,Women,Summer,2,3,30,26,27
17786,33855,Women,Summer,2,3,227,228,223
17787,28613,Men,Summer,2,3,254,254,254
17788,2805,Men,Fall,2,4,46,46,46
17789,6499,Men,Winter,2,1,23,23,23
17790,19968,Men,Fall,2,4,18,13,16
17791,22329,Men,Fall,2,4,238,239,235
17792,2039,Men,Fall,2,4,240,240,247
17793,19154,Men,Summer,2,3,187,189,185
17794,26789,Men,Summer,2,3,219,229,243
17795,8503,Unisex,Summer,0,3,254,254,252
17796,16920,Men,Fall,2,4,38,37,37
17797,49624,Women,Winter,2,1,254,254,254
17798,47578,Women,Winter,2,1,254,254,254
17799,54953,Men,Summer,2,3,216,226,238
17800,17208,Men,Winter,2,1,254,254,254
17801,29507,Women,Winter,2,1,40,40,55
17802,42836,Women,Summer,2,3,63,63,69
17803,55881,Women,Spring,2,2,0,0,0
17804,18240,Men,Fall,2,4,244,107,102
17805,48530,Men,Fall,2,4,254,49,51
17806,23801,Men,Fall,2,4,47,35,35
17807,9617,Men,Fall,2,4,254,254,251
17808,19392,Men,Summer,2,3,74,84,86
17809,4934,Women,Summer,2,3,254,135,136
17810,56638,Women,Summer,2,3,254,189,160
17811,39795,Men,Summer,2,3,254,254,36
17812,38647,Men,Summer,2,3,18,18,27
17813,24218,Men,Summer,2,3,46,46,46
17814,4108,Men,Summer,2,3,83,85,83
17815,59670,Women,Fall,2,4,74,52,36
17816,10811,Men,Fall,2,4,38,33,29
17817,52896,Women,Fall,2,4,223,142,184
17818,45821,Women,Summer,2,3,254,254,254
17819,38475,Women,Summer,2,3,135,54,59
17820,53944,Women,Summer,2,3,56,56,58
17821,1648,Women,Summer,2,3,214,211,207
17822,21558,Women,Winter,2,1,24,22,23
17823,59442,Men,Fall,2,4,21,21,27
17824,32973,Men,Summer,2,3,96,232,245
17825,24816,Women,Fall,2,4,42,87,93
17826,58590,Women,Winter,2,1,254,254,254
17827,3923,Men,Summer,2,3,62,60,75
17828,29735,Women,Summer,2,3,128,185,174
17829,48702,Women,Summer,2,3,254,254,254
17830,17806,Women,Fall,2,4,246,246,246
17831,30618,Men,Summer,2,3,217,63,78
17832,9425,Men,Fall,2,4,69,84,78
17833,42238,Women,Summer,2,3,214,227,221
17834,38011,Men,Winter,2,1,208,32,32
17835,21900,Women,Fall,2,4,254,106,180
17836,37059,Women,Summer,2,3,251,251,251
17837,57980,Girls,Summer,1,3,254,254,254
17838,59026,Women,Winter,2,1,254,254,254
17839,15309,Men,Fall,2,4,231,229,229
17840,56852,Men,Fall,2,4,254,254,254
17841,12910,Men,Fall,2,4,63,74,88
17842,28283,Women,Winter,2,1,254,254,254
17843,6009,Men,Summer,2,3,254,254,252
17844,26319,Men,Summer,2,3,98,136,138
17845,8193,Men,Summer,2,3,76,76,127
17846,9041,Men,Winter,2,1,254,69,68
17847,6835,Unisex,Summer,0,3,35,35,39
17848,18416,Men,Fall,2,4,254,254,254
17849,54739,Men,Summer,2,3,254,254,254
17850,51079,Women,Summer,2,3,254,254,254
17851,26917,Women,Summer,2,3,140,56,125
17852,48968,Men,Summer,2,3,242,242,242
17853,30872,Women,Summer,2,3,254,234,216
17854,3749,Men,Summer,2,3,254,63,116
17855,49086,Women,Spring,2,2,229,206,175
17856,18624,Men,Fall,2,4,248,244,238
17857,48154,Women,Winter,2,1,163,208,179
17858,50997,Women,Summer,2,3,234,185,21
17859,9273,Men,Summer,2,3,220,218,221
17860,38223,Women,Summer,2,3,124,129,128
17861,10449,Men,Fall,2,4,0,0,0
17862,15907,Men,Fall,2,4,254,43,253
17863,32719,Men,Summer,2,3,25,25,37
17864,44799,Women,Summer,2,3,14,19,17
17865,59214,Men,Winter,2,1,254,254,254
17866,50736,Men,Winter,2,1,254,254,254
17867,18885,Women,Fall,2,4,63,70,72
17868,34273,Women,Summer,2,3,217,223,217
17869,46653,Men,Spring,2,2,15,15,15
17870,19957,Men,Fall,2,4,160,164,167
17871,7574,Men,Summer,2,3,58,249,254
17872,22316,Men,Fall,2,4,110,113,116
17873,16123,Men,Fall,2,4,107,217,248
17874,2006,Men,Fall,2,4,232,231,237
17875,43321,Women,Summer,2,3,244,75,142
17876,54396,Women,Summer,2,3,59,59,60
17877,13451,Women,Summer,2,3,254,254,253
17878,12583,Unisex,Fall,0,4,209,254,119
17879,55244,Women,Spring,2,2,203,0,138
17880,32184,Men,Summer,2,3,254,254,254
17881,41476,Men,Winter,2,1,132,96,61
17882,11306,Women,Fall,2,4,254,254,253
17883,44938,Men,Summer,2,3,81,66,59
17884,57513,Men,Summer,2,3,254,254,254
17885,33056,Men,Summer,2,3,73,69,91
17886,52061,Men,Summer,2,3,237,232,227
17887,21593,Women,Summer,2,3,92,97,101
17888,5223,Unisex,Winter,0,1,13,13,14
17889,20441,Unisex,Winter,0,1,229,228,228
17890,14674,Men,Fall,2,4,254,249,219
17891,11134,Men,Winter,2,1,41,47,47
17892,25301,Women,Winter,2,1,67,47,50
17893,33264,Boys,Summer,1,3,209,198,177
17894,57721,Women,Spring,2,2,254,223,199
17895,11908,Men,Summer,2,3,254,254,254
17896,36716,Boys,Summer,1,3,225,229,232
17897,53381,Unisex,Summer,0,3,254,254,254
17898,5011,Women,Summer,2,3,222,219,210
17899,34041,Boys,Summer,1,3,177,29,39
17900,6694,Men,Summer,2,3,53,51,52
17901,50504,Men,Winter,2,1,215,166,120
17902,22124,Men,Summer,2,3,55,24,19
17903,46461,Men,Winter,2,1,228,227,223
17904,35193,Unisex,Spring,0,2,24,24,26
17905,7746,Men,Fall,2,4,115,166,163
17906,27456,Women,Winter,2,1,233,234,226
17907,2234,Men,Fall,2,4,48,46,51
17908,43113,Men,Spring,2,2,0,0,0
17909,19359,Women,Summer,2,3,254,254,254
17910,57345,Women,Winter,2,1,254,254,254
17911,10482,Men,Fall,2,4,254,254,254
17912,11550,Women,Summer,2,3,254,254,253
17913,56297,Women,Summer,2,3,238,196,183
17914,25765,Men,Summer,2,3,246,245,251
17915,41220,Men,Fall,2,4,254,254,254
17916,20217,Men,Fall,2,4,47,56,66
17917,14022,Men,Fall,2,4,44,54,55
17918,44752,Men,Summer,2,3,239,239,240
17919,5475,Men,Winter,2,1,254,254,254
17920,36372,Men,Summer,2,3,30,24,26
17921,52637,Women,Summer,2,3,95,82,104
17922,22540,Women,Winter,2,1,23,23,23
17923,49871,Women,Winter,2,1,200,200,15
17924,16775,Unisex,Winter,0,1,154,126,94
17925,46005,Women,Summer,2,3,254,254,254
17926,7322,Men,Winter,2,1,83,77,76
17927,34425,Men,Summer,2,3,254,191,83
17928,50160,Women,Winter,2,1,254,254,254
17929,29994,Women,Winter,2,1,23,22,27
17930,3782,Men,Summer,2,3,199,236,247
17931,31157,Boys,Summer,1,3,44,179,82
17932,46839,Girls,Fall,1,4,147,106,187
17933,13207,Men,Spring,2,2,254,254,254
17934,27032,Women,Summer,2,3,254,254,254
17935,2650,Women,Winter,2,1,74,52,34
17936,30085,Women,Winter,2,1,68,187,172
17937,43577,Girls,Summer,1,3,244,121,149
17938,28846,Men,Summer,2,3,147,0,19
17939,7110,Unisex,Winter,0,1,48,51,53
17940,22772,Women,Summer,2,3,227,105,102
17941,8964,Women,Fall,2,4,228,213,219
17942,16547,Men,Fall,2,4,254,240,248
17943,17495,Men,Summer,2,3,254,254,254
17944,50352,Women,Summer,2,3,254,254,254
17945,28248,Men,Spring,2,2,254,254,254
17946,34617,Men,Summer,2,3,123,102,85
17947,55620,Men,Summer,2,3,254,254,254
17948,42697,Women,Winter,2,1,254,254,254
17949,31365,Men,Summer,2,3,227,228,223
17950,43745,Women,Summer,2,3,254,254,253
17951,13035,Women,Winter,2,1,254,254,68
17952,57177,Women,Summer,2,3,14,14,14
17953,33432,Women,Summer,2,3,38,64,61
17954,58903,Men,Summer,2,3,254,254,254
17955,39108,Girls,Summer,1,3,45,68,116
17956,41012,Boys,Summer,1,3,231,231,231
17957,11762,Women,Fall,2,4,251,254,161
17958,44560,Men,Summer,2,3,31,31,31
17959,5647,Women,Summer,2,3,70,70,70
17960,20025,Men,Fall,2,4,250,247,254
17961,52405,Women,Winter,2,1,254,254,254
17962,56899,Women,Winter,2,1,254,254,222
17963,36140,Men,Summer,2,3,247,247,247
17964,4795,Men,Summer,2,3,254,251,244
17965,40306,Unisex,Winter,0,1,238,238,254
17966,24643,Men,Summer,2,3,254,254,254
17967,10476,Men,Fall,2,4,254,254,251
17968,56263,Men,Summer,2,3,242,254,79
17969,25791,Men,Summer,2,3,253,253,253
17970,15938,Men,Fall,2,4,69,37,25
17971,5481,Men,Summer,2,3,69,66,79
17972,37254,Men,Summer,2,3,247,247,247
17973,4553,Women,Summer,2,3,229,228,233
17974,36386,Men,Summer,2,3,22,21,21
17975,15104,Women,Fall,2,4,254,230,64
17976,21331,Men,Winter,2,1,97,92,99
17977,49885,Unisex,Winter,0,1,162,142,186
17978,16781,Unisex,Winter,0,1,33,36,32
17979,51046,Women,Summer,2,3,225,172,135
17980,26928,Women,Summer,2,3,16,10,12
17981,6204,Men,Summer,2,3,254,254,247
17982,47123,Boys,Winter,1,1,254,254,254
17983,50194,Boys,Summer,1,3,19,19,19
17984,17653,Unisex,Summer,0,3,83,102,165
17985,23466,Men,Winter,2,1,254,254,37
17986,29960,Men,Winter,2,1,131,128,147
17987,3776,Men,Summer,2,3,254,223,52
17988,26114,Men,Summer,2,3,0,0,0
17989,12321,Men,Winter,2,1,213,228,254
17990,54534,Men,Fall,2,4,254,254,254
17991,30071,Men,Winter,2,1,254,254,254
17992,22786,Men,Fall,2,4,69,71,74
17993,8990,Unisex,Fall,0,4,239,236,231
17994,17461,Men,Winter,2,1,58,63,62
17995,9842,Men,Fall,2,4,215,80,82
17996,6036,Women,Summer,2,3,254,254,53
17997,47311,Women,Summer,2,3,56,55,60
17998,26326,Men,Spring,2,2,254,254,254
17999,12113,Women,Fall,2,4,254,254,253
18000,42663,Women,Summer,2,3,242,239,224
18001,3544,Men,Summer,2,3,254,254,245
18002,30243,Men,Summer,2,3,254,254,254
18003,2496,Men,Fall,2,4,222,222,222
18004,48359,Women,Summer,2,3,235,230,254
18005,18429,Unisex,Summer,0,3,11,11,14
18006,54706,Women,Fall,2,4,199,163,221
18007,10644,Men,Fall,2,4,149,229,254
18008,57183,Women,Summer,2,3,19,17,29
18009,40134,Boys,Summer,1,3,254,254,253
18010,32514,Men,Summer,2,3,221,221,219
18011,56051,Women,Spring,2,2,110,81,75
18012,11796,Women,Fall,2,4,254,254,253
18013,36988,Women,Summer,2,3,29,29,29
18014,44594,Men,Summer,2,3,67,56,2
18015,37066,Women,Summer,2,3,254,254,254
18016,38812,Women,Summer,2,3,254,28,254
18017,59019,Women,Winter,2,1,254,254,254
18018,15336,Men,Fall,2,4,177,189,191
18019,21103,Men,Spring,2,2,59,31,49
18020,4761,Men,Summer,2,3,253,242,222
18021,17005,Women,Winter,2,1,0,0,0
18022,23230,Women,Fall,2,4,254,254,253
18023,6452,Women,Summer,2,3,223,220,213
18024,34287,Women,Summer,2,3,49,53,35
18025,18871,Men,Fall,2,4,254,20,23
18026,7580,Men,Summer,2,3,39,48,48
18027,51610,Women,Fall,2,4,156,133,96
18028,17839,Men,Fall,2,4,241,241,241
18029,30627,Men,Summer,2,3,176,198,223
18030,27690,Women,Winter,2,1,48,48,50
18031,12577,Women,Fall,2,4,56,55,52
18032,42207,Women,Summer,2,3,231,235,253
18033,3120,Men,Summer,2,3,50,254,243
18034,32170,Women,Summer,2,3,254,254,254
18035,39598,Women,Summer,2,3,254,254,254
18036,24015,Men,Fall,2,4,30,29,27
18037,10220,Women,Winter,2,1,141,94,93
18038,15752,Men,Summer,2,3,254,70,89
18039,52095,Women,Summer,2,3,254,254,186
18040,21567,Men,Summer,2,3,220,220,220
18041,4305,Unisex,Summer,0,3,77,169,82
18042,45022,Women,Winter,2,1,241,241,241
18043,53147,Women,Winter,2,1,254,254,254
18044,14680,Men,Fall,2,4,254,222,99
18045,56607,Women,Spring,2,2,236,241,244
18046,32342,Men,Winter,2,1,232,231,232
18047,40762,Men,Summer,2,3,31,31,31
18048,33290,Men,Summer,2,3,0,0,0
18049,38678,Women,Summer,2,3,31,30,32
18050,10012,Men,Fall,2,4,23,24,33
18051,4137,Women,Winter,2,1,254,254,254
18052,45210,Women,Winter,2,1,254,214,207
18053,15560,Men,Fall,2,4,254,254,253
